5,-0.031813,-0.14113,0.4352,0.28189,0.27901,-0.45358,-0.16891,-0.55353,0.17456,-0.16705,0.17662,0.535,0.37331,0.057043,0.32097,0.74654,-0.34143,0.21764,0.042933,0.20369,0.32984,-0.26642,-0.16581,0.17158,-0.08251,-0.28336,-0.47219,-0.16345,0.43451,0.76902,0.13075,-0.33531,-0.17843,-0.33202,0.123,0.1309,-0.41109,-0.17175,0.053556,-0.42149,-0.086012,-0.081827,-0.17666,0.2757,-0.044852,-0.10698,-0.096569,-0.38393,-0.20315,-0.10867,-0.42204,-0.1707,0.18223,0.40078,0.077347,-0.17268,0.21304,-0.61083,0.15982,0.34988,0.13334,0.065837,0.27394,-0.0036909,-0.17966,-0.16147,-0.20541,-0.45388,-0.16037,-0.21788,-0.1707,-0.080484,-0.21955,0.06036,0.19927,0.27633,-0.26968,0.23552,-0.10374,-0.23264,0.18309,-0.012121,0.18428,-0.7523,0.14494,-0.18881,-0.053933,0.32061,-0.26274,-0.30099,0.32901,0.43016,-0.24079,-0.30845,-0.33376,0.25398,-0.11134,0.58711,-0.39453,-0.10431,0.29338,-0.051993,0.11985,-0.37659,-0.069031,-0.57463,0.34695,-0.22044,-0.35892,-0.086721,-0.45299,-0.28152,-0.50425,0.30048,0.30859,0.19392,0.10975,-0.18946,-0.27684,0.20607,0.061688,-0.14901,0.56219,0.33978,-0.22881,0.19,0.53064,0.33115,0.12111,0.51618,-0.33867,0.030565,0.31211,-0.12852,-0.49843,-0.30555,0.055144,-0.44417,-0.077007,0.22317,-0.26547,-0.16442,0.034402,-0.34514,-0.14337,0.48325,-0.67176,0.35123,-0.05491,0.11594,-0.36904,-0.29357,-0.2843,0.24764,0.070252,-0.24041,-0.29199,-0.19525,0.28092,0.30498,0.040229,0.021277,0.56203,0.072345,0.022742,0.24288,-0.10579,-0.56944,0.54507,0.39847,0.51796,-0.031892,-0.27314,0.3709,0.076507,-0.1557,-0.22386,0.23468,-0.39091,-0.34827,0.21128,-0.27313,-0.24505,0.57044,-0.23848,-0.39753,-0.19536,0.21964,-0.24709,0.47834,-0.38005,0.07816,-0.3106,0.051356,-0.43661,-0.28692,-0.30079,-0.19117,0.24915,-0.55812
1,-0.012599,-0.066082,-0.35258,-0.42168,-0.50577,-0.40349,0.37177,0.069688,-0.63424,0.42358,-0.094531,0.1377,-0.13635,-0.10678,-0.29734,-0.081892,0.43715,-0.32996,-0.10165,-0.27578,0.26315,0.40978,-0.050679,-0.33293,-0.013415,0.1294,-0.095297,0.3616,0.34444,-0.00431,0.11307,0.46431,0.39993,0.18182,-0.36227,0.078345,0.34618,0.056352,-0.02074,0.073481,-0.0041002,0.23214,0.32455,-0.60122,-0.00037328,0.079734,0.06079,-0.043314,0.29558,-0.098574,-0.37547,-0.07718,-0.25568,-0.18947,-0.12026,-0.15831,0.048569,0.1989,0.096341,-0.39993,-0.029558,-0.063048,-0.50946,-0.11937,0.46921,-0.12018,0.38245,0.36399,0.1575,0.46441,-0.074129,0.081579,0.39601,-0.0059879,-0.51237,-0.15585,0.12021,-0.43759,-0.126,0.38454,-0.45036,-0.24693,-0.21569,0.00021211,0.13692,0.39487,0.044364,-0.49399,0.53441,0.41052,-0.45214,-0.22305,0.41655,0.35764,0.18382,0.25006,-0.015157,-0.24011,0.090899,0.013069,-0.46237,-0.013781,-0.25804,0.098045,0.0046321,-0.31541,0.26223,-0.021743,0.2432,-0.013983,0.32127,0.50431,0.26089,0.10102,-0.25344,-0.43017,-0.019891,0.28139,0.46369,0.085644,-0.067645,0.18547,-0.16912,-0.44797,0.40182,0.065561,-0.2416,0.33323,-0.037769,0.29318,0.3154,0.0054328,-0.34415,0.39005,-0.089637,0.49919,-0.021482,0.35029,0.075752,-0.25893,-0.049551,0.30979,0.0023246,0.34271,0.18626,0.31327,0.14294,-0.46202,0.034367,-0.13023,0.44125,0.52077,0.48866,-0.49576,-0.030699,0.52561,-0.23498,-0.037951,0.016308,-0.48875,0.29486,0.01044,-0.25636,-0.015334,0.02565,-0.53578,0.095274,-0.25853,0.44491,0.04827,0.37434,0.29447,0.50471,-0.31035,0.039181,0.083217,0.20089,0.14929,-0.010914,0.13717,-0.12669,0.506,0.47696,0.028078,0.39471,-0.39222,0.3804,-0.34518,0.52493,-0.31258,0.28691,-0.043243,-0.29091,-0.057929,-0.071994,0.19825,0.38217,0.26935,-0.49394,0.21207
4,-0.031835,0.060768,0.31606,0.28193,0.29578,0.23529,-0.21841,0.30637,0.17466,-0.16712,0.16548,-0.46476,-0.047393,0.057158,0.13728,-0.018995,-0.3318,0.21761,0.042919,0.20388,-0.18698,-0.22303,0.046578,0.083713,-0.082374,0.10735,0.24949,-0.18906,0.24777,-0.22142,-0.10669,-0.030856,-0.17837,-0.019439,0.23723,-0.30332,-0.2984,-0.12139,0.051646,-0.21875,0.050842,-0.08181,-0.1767,0.27564,-0.044821,-0.10686,-0.03454,-0.11847,-0.19838,-0.087645,0.47556,0.24141,0.18217,0.22726,0.077349,0.37151,-0.21503,0.31218,-0.035383,0.040457,-0.055729,0.046387,0.098273,-0.25354,-0.21123,0.056378,-0.084518,-0.24609,-0.012838,-0.20006,-0.1596,-0.53629,-0.21957,0.07814,0.19928,0.15359,-0.20166,-0.15217,0.13068,-0.23263,0.18306,-0.18472,0.18421,0.055031,-0.064582,-0.11511,-0.065535,0.31183,-0.098286,-0.13752,0.11379,0.069304,-0.11205,-0.095233,-0.053589,-0.31519,-0.10361,-0.25813,0.1708,-0.086134,0.19047,-0.060105,0.1198,0.15928,-0.017414,-0.037698,-0.091432,-0.014149,-0.099032,-0.086802,0.020584,-0.28028,0.044484,0.063442,0.31526,0.19396,0.11744,-0.16578,-0.22395,-0.19703,-0.020772,-0.14902,0.056809,-0.083311,-0.2126,-0.041775,0.034994,-0.10964,-0.25299,-0.19857,0.00022097,-0.25728,0.06893,-0.25207,0.21872,-0.2956,0.054644,0.057553,-0.070436,-0.30446,0.12417,-0.15942,0.0078722,0.16793,-0.13181,-0.36467,0.32801,0.3416,-0.05487,0.11588,-0.19704,-0.29364,0.075585,0.23477,0.070199,-0.24553,0.56165,0.15382,0.030058,0.21674,-0.24802,0.0219,-0.17734,0.072319,0.0589,0.24276,-0.0907,0.29016,-0.28669,0.11333,-0.39074,-0.33983,-0.2731,0.35735,-0.010661,-0.084586,-0.12887,0.0086363,0.24694,0.307,0.10702,-0.27309,-0.27085,-0.05168,-0.20671,0.44511,-0.0035017,0.13739,-0.24711,0.24415,-0.34601,0.078092,0.60429,0.059941,0.37799,-0.042473,0.1131,-0.19118,0.20158,-0.028604
2,-0.03186,-0.14114,0.3522,0.28196,0.28522,0.059585,-0.21856,-0.006166,0.17461,-0.16713,0.17664,0.21533,0.35605,0.057103,0.32097,0.27244,-0.32606,0.21773,0.04299,0.20375,0.16319,-0.26634,-0.16578,0.16156,-0.082401,-0.27868,-0.19687,-0.15279,-0.14438,-0.093742,0.1307,-0.30963,-0.17846,-0.33197,0.17241,0.1306,-0.38971,-0.17172,0.053354,-0.19006,-0.086058,-0.081857,-0.17671,0.27574,-0.045331,-0.10694,-0.096522,-0.38319,-0.20308,-0.09276,0.11313,-0.1707,0.18222,0.40073,0.077289,-0.16329,-0.15155,-0.25525,0.15973,0.34981,0.019066,0.065853,0.27397,-0.14681,-0.21187,-0.16141,-0.20662,-0.3569,-0.16043,-0.21789,-0.17064,-0.081927,-0.2196,0.078078,0.1993,0.27628,-0.26968,0.23558,-0.28442,-0.23265,0.18316,0.19641,0.18428,0.064797,0.14489,-0.18885,-0.065631,0.32057,-0.26283,-0.30087,0.32899,0.41381,-0.24069,-0.30845,-0.33382,0.15746,-0.046264,0.19091,-0.06887,-0.10578,0.29341,-0.060112,0.11986,-0.33407,-0.068993,0.25441,0.15591,-0.2203,-0.35698,-0.086728,-0.44808,-0.28153,0.022371,0.3004,-0.36978,0.19393,0.13884,-0.182,-0.27686,0.20597,0.061703,-0.14894,0.20913,0.33984,-0.22834,0.09552,0.4591,0.16052,0.12248,0.14711,-0.3386,0.030477,0.31206,-0.29022,-0.02112,-0.30555,0.054962,-0.44425,-0.076876,0.22323,-0.25505,-0.16462,0.034472,-0.34519,-0.14341,-0.31078,0.04761,0.3512,-0.054781,0.11599,-0.36895,-0.29364,-0.28425,0.24763,0.070173,-0.2455,-0.23394,-0.18272,-0.29534,0.30498,-0.21029,0.02189,0.21429,0.072384,0.05893,0.24285,-0.10581,-0.10368,-0.36416,-0.11226,-0.29921,-0.32199,-0.27304,0.21436,0.076561,-0.15568,-0.22391,0.19064,-0.34184,-0.30676,0.2112,-0.27306,-0.22584,-0.08353,-0.23858,0.11414,-0.049647,0.21958,-0.24714,0.43069,-0.36505,0.078138,-0.18593,0.059907,-0.10124,-0.28685,-0.30072,-0.19121,0.25556,-0.50045
2,-0.031788,-0.14115,-0.20546,0.2819,0.28557,-0.11584,-0.21855,-0.06883,0.17452,-0.16707,0.17662,0.45234,0.37317,0.056991,0.31414,0.043806,-0.34001,0.21765,0.042923,0.2037,-0.078187,-0.2664,-0.16578,0.17163,-0.082455,0.28594,-0.22623,-0.26013,-0.45965,0.22122,0.13074,-0.15405,-0.17851,-0.32424,0.27473,0.081577,-0.34396,-0.17171,0.053545,-0.17182,-0.086103,-0.081895,-0.17665,0.27573,-0.044909,-0.10698,-0.096545,-0.38392,-0.20315,-0.085275,0.19413,-0.14499,0.1822,0.32629,0.077352,-0.13253,0.19109,-0.48885,0.15975,0.34982,-0.087292,0.065889,0.27393,0.38155,-0.17912,-0.16153,-0.20666,-0.2414,-0.15221,-0.21784,-0.17067,0.010993,-0.21965,-0.0014925,0.19924,0.27635,-0.26928,0.23549,0.19425,-0.23266,0.18313,-0.46099,0.18431,0.13095,0.11505,-0.18889,0.19579,0.32059,-0.2628,-0.29451,0.32885,0.13701,-0.24071,-0.30838,-0.33261,-0.38288,-0.060367,0.03448,-0.38282,-0.095536,0.2934,-0.060167,0.11984,-0.27393,-0.068999,-0.35244,0.18168,-0.22043,-0.34814,-0.086751,-0.37674,-0.28151,-0.077935,0.30016,0.46047,0.1939,-0.041881,-0.19025,-0.27679,0.20607,0.06173,-0.14891,-0.26179,0.33978,-0.21678,0.17959,0.27057,0.20662,0.12253,0.17481,-0.31551,0.030508,0.31057,-0.30711,-0.17954,-0.30547,0.055124,-0.42524,-0.07699,0.22314,-0.17489,-0.16377,0.034503,-0.34518,-0.14338,0.50582,-0.57686,0.35121,-0.054846,0.1159,-0.33839,-0.29362,-0.28427,0.24763,0.070184,-0.24554,-0.14803,-0.15846,0.34461,0.30498,-0.19748,0.020327,0.4638,0.072338,0.058927,0.24281,-0.10577,-0.081837,-0.17759,0.24398,0.06008,0.52104,-0.27308,0.31622,0.076488,-0.15576,-0.2238,0.23699,-0.24025,-0.077188,0.21125,-0.27313,-0.27809,-0.016635,-0.23855,-0.042922,-0.30647,0.19089,-0.24717,0.21661,0.25795,0.078168,-0.033279,0.059872,-0.29682,-0.28685,-0.27616,-0.19118,0.25553,0.17047
2,-0.031801,0.17895,0.11129,0.23555,0.29569,0.1821,-0.21849,0.19066,0.17465,-0.16554,0.027014,-0.20892,-0.12584,0.057108,0.17561,-0.14759,-0.30643,0.1678,0.043053,0.20356,-0.16634,-0.12035,0.080841,0.12706,-0.081678,0.10379,0.042161,-0.25396,-0.014499,-0.14067,-0.17444,-0.23626,-0.14365,-0.063759,0.23949,-0.1312,-0.082685,-0.036011,0.053371,-0.024754,0.079933,-0.081837,-0.17378,0.27546,-0.045369,-0.10619,-0.096458,0.076941,-0.2031,-0.10773,0.31653,0.2419,0.17456,0.026937,0.077344,0.31133,-0.043453,0.15358,-0.11337,0.042804,-0.089875,-0.029317,0.14248,-0.45419,-0.21188,0.20447,-0.19989,-0.093062,0.051268,-0.11988,-0.089679,-0.088937,-0.21953,0.078048,0.1975,-0.0093946,0.015505,-0.0051364,0.16513,-0.03937,0.16046,0.095777,0.18019,0.10139,-0.164,-0.17772,-0.065599,0.11512,-0.19813,-0.0065512,0.14068,-0.014341,-0.21711,0.032216,-0.0038973,0.15746,-0.14048,-0.23259,0.24275,-0.1171,0.10565,-0.060224,0.11958,-0.018734,-0.013387,0.20145,-0.20647,-0.012803,0.1141,-0.077784,-0.11018,-0.25374,0.18857,-0.016647,0.40284,0.19393,0.12106,-0.19,-0.19228,-0.12019,0.042888,-0.14885,-0.037829,0.013879,-0.11897,-0.17976,-0.036227,0.0041448,0.027857,-0.31197,0.065003,0.028929,0.24035,-0.28818,0.28637,-0.26598,0.054177,-0.026381,-0.075019,0.050495,0.0569,-0.086332,0.034204,0.018663,-0.14343,-0.3343,0.074835,0.18009,-0.054767,0.11599,-0.17576,-0.24146,-0.075365,0.24744,0.070203,-0.245,0.38937,-0.13791,-0.16369,0.11175,-0.23996,0.021933,0.10912,0.072358,0.058638,0.24204,-0.094013,0.28396,-0.31402,0.33706,-0.32291,-0.38168,-0.25804,0.23207,-0.053637,0.047371,0.089093,0.11832,0.020336,0.35898,-0.067219,-0.27301,-0.29289,-0.079153,-0.053871,0.42923,-0.15534,0.21507,-0.24708,-0.073331,-0.29096,0.07811,0.18859,0.059839,0.37631,0.036727,-0.15801,-0.13603,0.23559,-0.05176
1,-0.025379,-0.097866,-0.24685,-0.35216,-0.3944,-0.23886,0.30185,0.13251,-0.55138,0.37323,-0.10313,0.27846,0.062067,-0.032714,-0.13561,-0.014911,0.34281,-0.15645,-0.15995,-0.022653,0.28775,0.31111,-0.083407,-0.13357,0.010676,0.054946,-0.087089,0.28279,0.37438,-0.013464,0.11403,0.35445,0.29199,0.06609,-0.26714,0.098879,0.24915,0.12595,0.02663,0.017316,-0.043141,0.21136,0.18067,-0.48364,-0.019486,0.046649,0.044765,-0.14766,0.33741,-0.10558,-0.25979,-0.06413,-0.18378,-0.081851,-0.02918,-0.15798,0.053585,0.087643,0.091572,-0.32176,0.082335,-0.036738,-0.4078,-0.0052118,0.4226,-0.14571,0.33345,0.24685,0.095246,0.2836,-0.11036,-0.053056,0.25875,-0.0063072,-0.52563,-0.078874,0.11369,-0.37635,0.033872,0.34941,-0.14353,-0.15602,-0.15533,-0.088427,0.14099,0.28487,-0.011921,-0.37921,0.42403,0.31372,-0.34828,-0.19509,0.32636,0.2535,0.052052,0.18639,-0.031034,-0.13365,0.022786,-0.037148,-0.3565,-0.017927,-0.21762,0.10903,-0.025149,-0.24449,0.31013,-0.12334,0.1787,-0.025859,0.23804,0.40147,0.17616,0.10443,-0.28423,-0.37287,0.015802,0.21163,0.36002,0.10035,-0.10595,0.15087,-0.13602,-0.34275,0.36942,0.13071,-0.1449,0.26451,-0.032309,0.25454,0.22453,0.015481,-0.24354,0.32889,-0.24944,0.39747,0.011375,0.24542,-0.033419,-0.11465,-0.092642,0.19125,0.012004,0.25765,0.039011,0.14885,0.12265,-0.34874,0.0041132,-0.019315,0.3402,0.40578,0.37706,-0.36339,-0.0089704,0.42782,-0.25664,-0.076291,-0.051538,-0.37526,0.17111,0.016571,-0.2245,0.036362,0.04203,-0.52633,0.11927,-0.13747,0.47332,-0.1089,0.22346,0.20763,0.36419,-0.27086,0.046726,0.031603,0.30389,0.11774,-0.11547,0.056223,-0.085885,0.36509,0.49589,0.00092212,0.34844,-0.2962,0.40437,-0.3091,0.42062,-0.20851,0.16652,0.01962,-0.24029,-0.0091621,-0.043078,0.17079,0.30893,0.35335,-0.39791,0.10034
2,0.081319,0.095672,-0.42993,-0.32193,-0.4451,-0.17877,0.18904,0.17501,-0.16404,0.15385,-0.23617,-0.15779,-0.30662,-0.094051,-0.39026,-0.17082,0.39829,-0.37534,-0.041594,-0.32491,0.017993,0.31984,0.29315,-0.065046,0.075681,0.052648,-0.010202,0.49084,0.32218,-0.1374,-0.043927,0.40775,0.18878,0.20636,-0.39273,-0.012736,0.28003,0.014497,-0.060578,0.12906,0.013109,0.022933,0.22921,-0.3498,0.06453,0.25297,0.077403,0.36657,0.15574,-0.0046462,-0.21632,0.033419,-0.30901,-0.46292,-0.05047,0.084394,0.060414,0.35574,-0.044744,-0.38477,-0.016089,-0.072962,-0.20919,-0.062188,0.11277,0.022365,0.30602,0.47168,0.21835,0.16352,0.090961,0.053938,0.44999,-0.052091,-0.21491,-0.4418,0.23604,-0.24897,-0.082074,0.23251,-0.129,-0.13315,-0.23944,-0.018878,-0.017247,0.26476,0.071109,-0.4371,0.31316,0.32925,-0.47198,-0.23913,0.34537,0.41252,0.22214,0.1557,0.022359,-0.27811,0.096031,0.26287,-0.37983,0.062656,-0.16108,0.20766,-0.004572,-0.15625,0.20618,0.36239,0.36035,0.038353,0.40553,0.36849,0.33555,-0.39515,-0.33884,-0.34372,-0.062287,0.29284,0.39884,0.0020792,-0.039323,0.2336,-0.18517,-0.40451,0.32856,-0.29034,-0.32877,0.070344,-0.08517,0.0035908,0.14972,-0.021561,-0.45236,0.31032,0.23567,0.4416,-0.21237,0.33811,0.081398,-0.28048,0.23457,0.049278,-0.024545,0.38947,0.23061,0.097732,0.29364,-0.43124,0.19446,-0.15149,0.45209,0.4087,0.41565,-0.42965,-0.094337,0.46231,-0.030983,-0.063175,-0.10832,-0.34096,0.21226,0.0022833,-0.37035,-0.13285,-0.0068998,-0.34922,0.13826,-0.050443,0.28181,-0.31051,0.25225,0.33026,0.44917,-0.30024,-0.043413,0.057855,0.13976,-0.47057,0.10893,0.089217,-0.22952,0.3506,0.31456,-0.067302,0.16949,-0.37376,0.19268,-0.23305,0.34055,-0.37619,0.32784,-0.13924,-0.090813,-0.045421,0.11528,0.2699,0.22436,0.20104,-0.31577,0.29075
3,-0.0045853,0.70592,0.21765,-0.24685,0.15525,0.36957,-0.093549,0.29331,0.16133,0.019978,-0.18962,-0.4182,-0.53389,0.011569,-0.44776,-0.20486,-0.12555,-0.21268,0.037575,0.10923,-0.47528,0.62944,0.75454,-0.34466,-0.042854,0.51191,0.47867,-0.029496,0.11034,-0.20093,-0.73778,-0.059298,-0.15249,0.63324,-0.38895,-0.69052,0.56932,0.65802,0.0081351,0.51994,0.24848,-0.046263,-0.11655,0.14526,-0.030783,0.080671,-0.012778,0.60768,0.010777,-0.063141,0.35246,0.72224,-0.098926,-0.57751,0.011971,0.49528,0.17437,0.32977,-0.6854,-0.56502,-0.089525,-0.029489,-0.10164,-0.23306,-0.15939,0.66683,-0.087354,0.50553,0.0059731,-0.1083,0.62199,0.047831,-0.026529,-0.0018405,0.17927,-0.68948,0.68957,-0.4241,0.10654,0.6866,-0.46334,-0.52824,-0.22481,0.12054,-0.73866,-0.16605,-0.048061,-0.15329,-0.21677,0.41647,-0.46776,-0.54268,0.036427,0.47396,0.61214,-0.0082494,-0.097538,-0.31817,0.38857,0.048417,-0.38522,0.11381,0.027925,0.47248,0.26149,0.35793,-0.37137,0.38627,0.58909,-0.0059887,0.53278,0.034085,0.40866,-0.6663,-0.05128,0.073097,-0.15422,0.048452,0.14305,-0.73504,0.021309,-0.058846,-0.36137,-0.58897,-0.049306,-0.22143,-0.4253,-0.45187,0.012382,-0.29244,0.5318,0.0065369,-0.20918,-0.08436,0.48921,-0.040063,-0.019335,0.53169,0.1582,-0.69172,0.63883,0.56035,0.018346,0.63452,-0.07344,-0.28325,0.32195,-0.60581,0.13748,0.034182,0.014388,0.045238,-0.06442,0.10238,-0.057609,-0.13456,0.52869,-0.1206,-0.4914,-0.60364,-0.1869,0.016533,-0.42236,-0.20132,0.050397,0.1823,0.047491,0.25947,0.14348,-0.3743,-0.26155,-0.10166,-0.056123,-0.26695,-0.25697,0.62094,0.6711,-0.62771,0.56705,0.50419,-0.61354,-0.074937,-0.17079,-0.030008,0.44972,0.18743,0.18777,0.084838,-0.12542,-0.363,0.19018,0.013958,0.50526,0.05467,0.32231,0.63009,-0.05379,0.029038,0.11535,0.24939
3,0.11521,0.18504,-0.49606,-0.086868,0.18195,0.39522,-0.1197,0.24288,0.11375,-0.090889,-0.083955,-0.22597,-0.21511,-0.012036,0.015763,-0.22143,-0.14846,-0.034102,0.016862,-0.06369,-0.1217,-0.010775,0.12308,0.13558,0.071946,0.2928,0.44723,-0.065322,-0.217,-0.15493,-0.13244,-0.032116,-0.071422,0.13197,0.027342,-0.25253,0.16919,-0.051802,-0.0069122,0.2647,-0.033935,-0.054033,-0.08989,0.097209,-0.025897,0.01869,-1.1725e-05,0.30571,0.044814,-0.020099,0.30218,0.23828,0.0011553,-0.26598,0.048443,0.3834,-0.11588,0.312,-0.075896,0.088438,-0.089843,0.0035543,0.16549,0.19067,-0.12317,0.2949,-0.099153,0.078937,-0.015498,-0.075976,0.1043,0.050676,-0.011047,-0.06831,0.11265,-0.19701,0.27629,0.078004,0.093662,0.046393,0.079737,0.1362,-0.13377,0.10165,-0.20915,-0.12609,-0.058026,-0.049367,-0.054635,0.07314,-0.1176,-0.33975,-0.12759,0.026728,0.20707,-0.16271,-0.053515,-0.3692,0.23162,0.0028909,0.085911,0.014803,0.012494,0.14244,-0.020767,0.2861,0.13825,0.19045,0.19978,0.036335,0.19689,-0.040166,0.25483,-0.16206,-0.077194,0.11261,0.021471,-0.059889,-0.017005,-0.18904,-0.010414,-0.087233,-0.13966,0.064281,-0.068799,-0.21745,-0.3748,-0.26429,0.03971,-0.38429,0.087108,0.0015375,-0.199,-0.053037,0.39946,0.066249,-0.032771,0.13053,-0.025504,0.0019674,0.22695,-0.1509,0.0043645,0.048692,-0.084718,-0.29006,0.25557,-0.081393,0.013804,0.081707,-0.096198,-0.068508,-0.02594,0.042079,-0.10655,-0.11947,0.39124,-0.10126,-0.2304,0.15938,-0.091789,0.021223,-0.26539,0.0050712,0.043157,-0.02883,0.025434,0.088336,-0.29455,-0.35104,-0.21016,-0.091909,-0.03639,-0.23348,-0.053421,0.10188,0.20241,-0.26729,0.36195,0.38106,-0.048221,-0.10582,-0.15844,-0.025087,0.074713,0.12209,-0.24674,0.10404,-0.134,-0.38948,0.10974,0.050777,0.27055,0.056091,0.35467,0.10753,-0.0226,-0.044347,0.051773,0.034512
